단어,발음,주요뜻,메모,암기여부,저장날짜
Can you keep this baggage for me?,,제 짐을 맡아 주실 수 있습니까?,,미암기,2012-06-16 16:12:57
Please send someone for my baggage.,,제 짐을 들어줄 누군가를 보내 주십시오.,,미암기,2012-06-16 16:12:57
Would you please send the luggage to my room?,,제 방으로 짐을 보내 주시겠습니까?,,미암기,2012-06-16 16:12:57
I'd like my valuables back.,,귀중품을 돌려 받고 싶습니다.,,미암기,2012-06-16 16:12:57
Come in.,,들어오세요.,,미암기,2012-06-16 16:12:57
Can you recommend another hotel?,,다른 호텔을 추천해 주시겠습니까?,,미암기,2012-06-16 16:12:57
Do you need my passport?,,제 여권이 필요합니까?,,미암기,2012-06-16 16:12:57
I'll stay for 2 nights.,,2박 머무를 것입니다.,,미암기,2012-06-16 16:12:57
A room facing the sea.,,바다를 마주보는 방,,미암기,2012-06-16 16:12:57
Would you please show me a better room?,,더 좋은 방을 보여 주십시오.,,미암기,2012-06-16 16:12:57
Reservations have been made for me and my family.,,나와 내 가족으로 예약이 되어 있습니다.,,미암기,2012-06-16 16:12:57
I have made a reservation. Here's my confirmation.,,나는 예약을 했습니다. 확인증 여기 있습니다.,,미암기,2012-06-16 16:12:57
Is there anything cheaper?,,더 싼 것은 없습니까?,,미암기,2012-06-16 11:46:30
I'll take this room for a week.,,나는 한 주 동안 이 방을 사용할 것입니다.,,미암기,2012-06-16 11:46:30
What's the rate?,,요금이 어떻게 됩니까?,,미암기,2012-06-16 11:46:30
Is breakfast included?,,아침 식사가 포함되었습니까?,,미암기,2012-06-16 11:46:30
How much for a room including breakfast?,,아침식사가 포함된 방은 얼마입니까?,,미암기,2012-06-16 11:46:30
Is the service charge included?,,봉사료가 포함되었습니까?,,미암기,2012-06-16 11:46:30
How much is the service charge and tax?,,봉사료와 세금은 얼마입니까?,,미암기,2012-06-16 11:46:30
We need on-e double room with an extra bed.,,우리는 여분의 침대가 하나 더 있는 더블룸을 원합니다.,,미암기,2012-06-16 11:46:30
I'd like a room with 2 beds.,,침대 2개 있는 방을 원합니다.,,미암기,2012-06-16 11:46:30
I'd like a room with a bath.,,목욕탕 딸린 방을 원합니다.,,미암기,2012-06-16 11:46:30
I'd like a single room.,,일인용 방을 원합니다.,,미암기,2012-06-16 11:46:30
I would like a room.,,방을 원합니다.,,미암기,2012-06-16 11:46:30
Do you have any vacancies?,,빈방 있습니까?,,미암기,2012-06-16 11:46:30
Where can I catch the shuttle bus?,,어디서 순환 버스를 탈 수 있습니까?,,미암기,2012-06-16 11:46:30
Can I reserve a hotel room here?,,여기서 호텔 방을 예약할 수 있습니까?,,미암기,2012-06-16 11:46:30
Where is the tourist information office?,,여행자 정보 제공 사무실은 어디 있습니까?,,미암기,2012-06-16 11:46:30
May I use this baggage cart?,,이 짐 손수레를 사용해도 괜찮겠습니까?,,미암기,2012-06-16 11:46:30
It's fragile. Please be careful carrying it.,,그것은 깨지기 쉽습니다. 운반하는데 조심해 주십시오.,,미암기,2012-06-16 11:46:30
Please take this baggage to the taxi stand.,,이 짐을 택시 정류장으로 옮겨 주십시오.,,미암기,2012-06-16 11:46:30
This is my baggage.,,이것은 제 짐입니다.,,미암기,2012-06-16 11:46:30
"My baggage is broken, and something is missing.",,"제 짐이 부서졌고, 무엇인가 없어졌습니다.",,미암기,2012-06-16 11:46:30
I can't find my baggage.,,제 짐을 찾을 수 없습니다.,,미암기,2012-06-16 11:46:30
Where can I find my baggage?,,어디서 제 짐을 찾을 수 있습니까?,,미암기,2012-06-16 11:46:30
May I have a receipt?,,영수증을 받을 수 있을까요?,,미암기,2012-06-16 11:46:30
Do I have to pay duty on the camera I bought here?,,여기서 구입하는 카메라의 세금을 지불해야 합니까?,,미암기,2012-06-16 11:46:30
Can we do some shopping in this airport?,,공항에서 쇼핑 좀 할 수 있습니까?,,미암기,2012-06-16 11:46:30
Duty-free shop.,,면세 상점.,,미암기,2012-06-16 11:46:30
I have 1000 dollars in traveler's checks.,,여행자 수표로 1000달러를 갖고 있습니다.,,미암기,2012-06-16 11:46:30
I have nothing to declare.,,신고할 물건은 없습니다.,,미암기,2012-06-16 11:46:30
It costs about 200 American dollars.,,그것은 미국 달러로 약 200불 입니다.,,미암기,2012-06-16 11:46:30
This video camera is for my personal use.,,이 비디오 카메라는 개인 용도로 쓸 것입니다.,,미암기,2012-06-16 11:46:30
This is a gift for a friend.,,이것은 친구에게 줄 선물입니다.,,미암기,2012-06-16 11:46:30
I on-ly have articles for personal use.,,개인적으로 사용할 물건들만 소지했습니다.,,미암기,2012-06-16 11:46:30
Would you please stamp my passport?,,여권에 도장을 찍어 주시겠습니까?,,미암기,2012-06-16 11:46:30
Where is the China airlines counter?,,중국 항공 카운터는 어디 있습니까?,,미암기,2012-06-16 11:46:30
I plan to stay 2 weeks.,,2주 머무를 계획입니다.,,미암기,2012-06-16 11:46:30
How long will you stay here?,,얼마나 오래 여기 머무를 것입니까?,,미암기,2012-06-16 11:46:30
This is my first visit.,,이번이 첫 방문입니다.,,미암기,2012-06-16 11:46:30
I'm on holiday.,,휴가중입니다.,,미암기,2012-06-16 11:46:30
I'm a tourist.,,관광객입니다.,,미암기,2012-06-16 11:46:30
What's the purpose of your visit?,,귀하의 방문 목적은 무엇입니까?,,미암기,2012-06-16 11:46:30
Here's my passport.,,제 여권 여기 있습니다.,,미암기,2012-06-16 11:46:30
What time do we arrive?,,우리는 몇 시에 도착합니까?,,미암기,2012-06-16 11:46:30
It doesn't work.,,동작되지 않습니다.,,미암기,2012-06-16 11:46:30
Which channel do I set to see the movie?,,영화를 보려면 어느 채널로 설정합니까?,,미암기,2012-06-16 11:46:30
I would like some ear phones for the movie.,,영화 청취 이어폰을 받고 싶습니다.,,미암기,2012-06-16 11:46:30
When do you show the movie?,,언제 영화를 상영합니까?,,미암기,2012-06-16 11:46:30
What's the title of the movie?,,영화의 제목이 무엇입니까?,,미암기,2012-06-16 11:46:30
Do the sell tax-free goods on board?,,기내에서 면세 상품을 팝니까?,,미암기,2012-06-16 11:46:30
May I recline my seat?,,좌석을 눕혀도 괜찮겠습니까?,,미암기,2012-06-16 11:46:30
How ling will we stop here?,,우리는 얼마나 오래 여기 머물 것입니까?,,미암기,2012-06-16 11:27:40
I feel sick. Please give me some pills.,,몸이 아픕니다. 약 좀 갖다 주십시오.,,미암기,2012-06-16 11:24:04
How long will it be delayed?,,얼마나 오래 연기되겠습니까?,,미암기,2012-06-16 11:24:04
Please don't smoke here.,,여기서 흡연하지 마십시오.,,미암기,2012-06-16 11:24:04
Can you translate into Chinese what the captain has just announced?,,기장이 방금 알린 사항을 중국어로 통역할 수 있습니까?,,미암기,2012-06-16 11:24:04
Is there a stewardess on board who can speak Chinese?,,중국어를 할 수 있는 탑승 여승무원이 있습니까?,,미암기,2012-06-16 11:24:04
Please show me how to fill in this form.,,이 양식을 어떻게 작성하는지 보여주십시오.,,미암기,2012-06-16 11:24:04
"Tea, please.",,차 부탁합니다.,,미암기,2012-06-16 11:24:04
I want to order some drinks.,,마실 것을 주문하고 싶습니다.,,미암기,2012-06-16 11:24:04
Can I have more nuts?,,땅콩을 더 주실 수 있습니까?,,미암기,2012-06-16 11:24:04
Can I have another drink?,,한 잔 더 할 수 있습니까?,,미암기,2012-06-16 11:24:04
"A bottle of beer, please.",,맥주 한 병 갖다 주십시오.,,미암기,2012-06-16 11:24:04
Would you like a drink?,,한 잔 하시겠습니까?,,미암기,2012-06-16 11:24:04
"Could you give me a pillow, please?",,베개를 갖다 주시겠습니까?,,미암기,2012-06-16 11:24:04
Would you please get me a blanket?,,담요를 갖다 주실 수 있습니까?,,미암기,2012-06-16 11:24:04
Do you have a Chinese newspaper?,,중국 신문이 있습니까?,,미암기,2012-06-16 11:24:04
Could I change seat with you?,,당신과 자리를 바꿀 수 있습니까?,,미암기,2012-06-16 11:24:04
Where is this seat?,,이 자리는 어디에 있습니까?,,미암기,2012-06-16 11:24:04
"Window seat, please.",,창문쪽 자리 부탁합니다.,,미암기,2012-06-16 11:24:04
I would like to reserve a seat in nonsmoking section.,,금연 구역의 좌석 하나를 예약하고 싶습니다.,,미암기,2012-06-16 11:24:04
Will this flight leave on time?,,이 항공편은 정시에 떠납니까?,,미암기,2012-06-16 11:24:04
When is boarding time?,,탑승 개시는 몇 시입니까?,,미암기,2012-06-16 11:24:04
I'd like to send this baggage to Hong Kong.,,이 짐을 홍콩으로 보내고 싶습니다.,,미암기,2012-06-16 11:24:04
How much is the excess baggage charge?,,짐 초과분에 대한 요금은 얼마입니까?,,미암기,2012-06-16 11:24:04
Address the luggage to my hotel in Seoul.,,서울에 있는 제 호텔 앞으로 짐을 부쳐 주십시오.,,미암기,2012-06-16 11:24:04
Where do I check in?,,어디서 체크인 합니까?,,미암기,2012-06-16 10:56:56
Where is the airport terminal?,,공항 터미널은 어디에 있습니까?,,미암기,2012-06-16 10:56:56
I want to change my reservation.,,예약을 변경하고 싶습니다.,,미암기,2012-06-16 10:56:56
I'd like to reconfirm a reservation.,,예약을 재확인하고 싶습니다.,,미암기,2012-06-16 10:56:56
"Cancel this reservation, please.",,예약을 취소해 주십시오.,,미암기,2012-06-16 10:56:56
I would  like to cancel my ticket to Madrid.,,마드리드행 제 티켓을 취소하고 싶습니다.,,미암기,2012-06-16 10:56:56
One business class ticket to Hong Kong.,,홍콩행 비지니스 클래스 티켓 1장을 부탁합니다.,,미암기,2012-06-16 10:56:56
Please reserve the next flight to Taiwan.,,대만행 다음 항공편을 예약해 주십시오.,,미암기,2012-06-16 10:56:56
Is there any discount?,,할인은 없습니까?,,미암기,2012-06-16 10:56:56
How much is the ticket?,,티켓은 얼마 입니까?,,미암기,2012-06-16 10:56:56
I don't have baggage.,,나는 짐이 없습니다.,,미암기,2012-06-16 10:56:56
How much luggage am I allowed to take?,,얼마나 많은 짐을 갖고 갈 수 있습니까?,,미암기,2012-06-16 10:56:56
How early must I be at the airport?,,얼마나 일찍 공항에 도착해야 합니까?,,미암기,2012-06-16 10:56:56
How frequent are the flights?,,얼마나 자주 항공편이 있습니까?,,미암기,2012-06-16 10:56:56
Would you please check whether there is room on flight 602?,,602 항공편에 좌석 이 있는지 확인해 주시겠습니까?,,미암기,2012-06-16 10:56:56
Please check other airlines.,,다른 회사 항공편을 확인해 주십시오.,,미암기,2012-06-16 10:56:56
What flights are there to Taiwan?,,대만까지는 어떤 항공편이 있습니까?,,미암기,2012-06-16 10:56:56
Does the flight land somewhere before the final destination?,,이 항공편은 최종 목적지 전에 어딘가에 착륙합니까?,,미암기,2012-06-16 10:56:56
Is that a direct flight?,,직행 항공편입니까?,,미암기,2012-06-16 10:56:56
What do you think the weather looks like?,,날씨가 어떨 것 같습니까?,,미암기,2012-06-16 10:56:56
I wonder if there will be a storm.,,폭풍이 올지 안 올지 궁금합니다.,,미암기,2012-06-16 10:56:56
It's a nasty day.,,심술궂은 날이군요.,,미암기,2012-06-16 10:56:56
It will be sunny tomorrow.,,내일은 밝은 하루가 될 것입니다.,,미암기,2012-06-16 10:56:56
The sky is cleaning up.,,하늘이 개고 있습니다.,,미암기,2012-06-16 10:56:56
It's getting foggy.,,안개가 자욱해 집니다.,,미암기,2012-06-16 10:56:56
It doesn't work that way.,,편법으로 어떻게 해보려고 하는 사람에게 ,,미암기,2012-06-13 13:49:57
May you live long and prosper.,,오래오래 사시고 번창하길 기원합니다.,,미암기,2012-06-13 13:43:39
It's hot.,,덥습니다.,,미암기,2012-06-13 13:43:05
It's a nice day.,,좋은 하루입니다.,,미암기,2012-06-13 13:43:05
Happy Easter.,,즐거운 부활절을 지내십시오.,,미암기,2012-06-13 13:43:05
Let's meet again!,,다시 만납시다!,,미암기,2012-06-13 13:43:05
I hope you'll get over your cold soon.,,감기가 빨리 낫기를 기원합니다.,,미암기,2012-06-13 13:43:05
I wish you many years of happiness.,,당신의 오랜 행복을 기원합니다.,,미암기,2012-06-13 13:43:05
Best wishes for a happy new year.,,새해 복 많이 받으십시오.,,미암기,2012-06-13 13:43:05
Best wishes for your birthday.,,당신의 생일 진심으로 축하합니다.,,미암기,2012-06-13 13:43:05
Have a nice trip!,,좋은 여행하십시오!,,미암기,2012-06-13 13:43:05
Congratulations!,,축하합니다.,,미암기,2012-06-13 13:43:05
How long will it take to walk over there?,,거기까지 걸어가는데 얼마나 걸립니까?,,미암기,2012-06-13 13:43:05
Is it late?,,늦습니까?,,미암기,2012-06-13 13:43:05
It's early.,,이릅니다. / 빠릅니다.,,미암기,2012-06-13 13:43:05
It is half past eight.,,8시 30분입니다.,,미암기,2012-06-13 13:43:05
It is ten minutes past four.,,4시 10분입니다.,,미암기,2012-06-13 13:43:05
A quarter to eight.,,7시 45분입니다.,,미암기,2012-06-13 13:43:05
It is seven o'clock.,,7시입니다.,,미암기,2012-06-13 13:43:05
What time is it?,,몇 시입니까?,,미암기,2012-06-13 13:43:05
"Oh dear, What a mess!",,"오 이런, 엉망이군요!",,미암기,2012-06-13 13:43:05
I feel blue.,,우울합니다.,,미암기,2012-06-13 13:43:05
Cheer up!,,힘냅시다.,,미암기,2012-06-13 13:43:05
Cool it!,,진정하십시오!,,미암기,2012-06-13 13:43:05
Don't bother with what he said.,,그가 말한 것에 신경쓰지 마십시오.,,미암기,2012-06-13 13:43:05
I'm afraid you've mistaken.,,당신이 실수했는지 걱정입니다.,,미암기,2012-06-13 13:43:05
You must be kidding!,,농담이죠!,,미암기,2012-06-13 13:24:04
What a surprise!,,놀랍군요!,,미암기,2012-06-13 13:24:04
It's incredible.,,믿을 수 없습니다. / 놀랍군요.,,미암기,2012-06-13 13:24:04
You make me sick.,,힘들게 하는군요.,,미암기,2012-06-13 13:24:04
It's disgusting.,,정말 싫습니다. / 역겹습니다.,,미암기,2012-06-13 13:24:04
Don't be nervous.,,긴장하지 마십시오.,,미암기,2012-06-13 13:24:04
"Calm down, and everything will be OK.",,"진정하십시오, 모든 것은 괜찮을 것입니다.",,미암기,2012-06-13 13:24:04
I'm afraid not.,,그렇지 않을까봐 걱정입니다. / 죄송하지만 아닙니다.,,미암기,2012-06-13 13:24:04
I don't think so.,,저는 그렇게 생각하지 않습니다.,,미암기,2012-06-13 13:24:04
I'm not sure.,,확실하지 않습니다.,,미암기,2012-06-13 13:24:04
Take your time.,,시간을 갖으십시오. / 시간을 갖고 생각하십시오.,,미암기,2012-06-13 13:24:04
What a pity!,,안됐군요!,,미암기,2012-06-13 13:24:04
"Say it on-ce more, please.",,한 번 더 말씀해 주십시오.,,미암기,2012-06-13 13:24:04
Can you drop me downtown?,,시내에서 내려 주실 수 있습니까?,,미암기,2012-06-13 13:24:04
Could you give me a hand with these parcels?,,이 소포들을 옮기는데 도와주실 수 있습니까?,,미암기,2012-06-13 13:24:04
Where is the rest room?,,화장실은 어디입니까?,,미암기,2012-06-13 13:24:04
May I offer you a drink?,,당신에게 한 잔을 드려도 괜찮겠습니까?,,미암기,2012-06-13 13:24:04
Please call a doctor.,,의사에게 전화 연락해 주십시오.,,미암기,2012-06-13 13:24:04
May I have your address?,,당신의 주소를 알려 주실 수 있습니까?,,미암기,2012-06-13 13:24:04
Will you do me a favor?,,한가지 부탁 좀 들어주시겠습니까?,,미암기,2012-06-13 13:24:04
Will you help me with this problem?,,이 문제를 해결하는데 도와주시겠습니까?,,미암기,2012-06-13 13:24:04
Will you please post this letter for me?,,이 편지를 대신 부쳐주시겠습니까?,,미암기,2012-06-13 13:24:04
Would you please help me carry this?,,이것을 옮긴느 것을 도와주실 수 있습니까?,,미암기,2012-06-13 13:24:04
The sooner the better.,,빠를수록 좋습니다.,,미암기,2012-06-13 13:24:04
Let me be your guide.,,제가 안내해 드리겠습니다.,,미암기,2012-06-13 13:24:04
May I take a look at it?,,그것을 볼 수 있을까요?,,미암기,2012-06-13 13:14:07
Come with me!,,저와 함께 합시다!,,미암기,2012-06-13 13:14:07
Can I borrow your pen?,,펜을 빌릴 수 있습니까?,,미암기,2012-06-13 13:14:07
May I bother you a moment?,,잠시 방해해도 괜찮습니까?,,미암기,2012-06-13 13:14:07
What does this mean?,,이것은 무엇을 의미합니까?,,미암기,2012-06-13 13:14:07
Please write it here.,,여기에 써 주십시오.,,미암기,2012-06-13 13:14:07
What's this?,,이것은 무엇입니까?,,미암기,2012-06-13 13:14:07
"Just a moment, please.",,잠시만 기다려 주십시오.,,미암기,2012-06-13 13:14:07
Please speak more slowly.,,좀 더 천천히 말씀해 주십시오.,,미암기,2012-06-13 13:14:07
I beg your pardon.,,한 번 더 말씀해 주십시오.,,미암기,2012-06-13 13:14:07
I'm sorry to have kept you waiting.,,기다리게 해서 죄송합니다.,,미암기,2012-06-13 13:14:07
Forgive me for being late.,,늦은 것을 용서해 주십시오.,,미암기,2012-06-13 13:14:07
Next time I'll get it right.,,다음에 시정하겠습니다.,,미암기,2012-06-13 13:14:07
I didn't mean that.,,제 의도는 그것이 아니었습니다.,,미암기,2012-06-13 13:14:07
It was careless of me.,,제 실수였습니다.,,미암기,2012-06-13 13:14:07
That's my fault.,,제 잘못입니다.,,미암기,2012-06-13 13:14:07
Forget it.,,잊어 주십시오.,,미암기,2012-06-13 13:14:07
"Oh, It's nothing.",,"오, 그것은 별거 아닙니다.",,미암기,2012-06-13 13:14:07
Never mind.,,신경 쓰지 마십시오.,,미암기,2012-06-13 13:14:07
Am I disturbing you?,,제가 방해하고 있나요?,,미암기,2012-06-13 13:14:07
I'm very much obliged to you.,,당신에게 큰 신세를 졌습니다. / 정말로 감사합니다.,,미암기,2012-06-13 13:14:07
Much obliged.,,정말로 감사합니다. / 큰 신세를 졌습니다.,,미암기,2012-06-13 13:14:07
Thank you for your trouble.,,당신의 수고에 감사드립니다.,,미암기,2012-06-13 13:14:07
I'm really grateful to you.,,정말로 감사합니다.,,미암기,2012-06-13 13:14:07
Thank you for picking me up.,,데리러 와 주셔서 감사합니다.,,미암기,2012-06-13 13:14:07
Thank you for a nice day.,,좋은 하루를 보내게 해주셔서 감사합니다.,,미암기,2012-06-13 13:06:59
That sounds good.,,좋습니다.,,미암기,2012-06-13 13:06:59
Thank you for your compliment.,,당신의 칭찬에 감사합니다.,,미암기,2012-06-13 13:06:59
What a charming girl you are!,,당신은 얼마나 매력적인 소녀인가!,,미암기,2012-06-13 13:06:59
You have wonderful taste in clothes.,,당신은 옷에 대한 뛰어난 취향을 갖고 있군요.,,미암기,2012-06-13 13:06:59
Your new hairdo is not bad.,,당신의 새로운 머리모양은 나쁘지 않군요.,,미암기,2012-06-13 13:06:59
You're very generous.,,당신은 매우 친절하시군요.,,미암기,2012-06-13 13:06:59
That's very kind of you.,,매우 친절하시군요.,,미암기,2012-06-13 13:06:59
Have you ever been to Taiwan?,,대만에 가 봤습니까?,,미암기,2012-06-13 13:06:59
He'll pay the bill.,,그가 계산할 것입니다.,,미암기,2012-06-13 13:06:59
Let's go fifty-fifty on the bill.,,더치페이 합시다./ 반반씩 지불합시다.,,미암기,2012-06-13 13:06:59
No smoking.,,흡연하지 마십시오.,,미암기,2012-06-13 13:06:59
Let's take a coffee break.,,잠시 쉬면서 커피 한 잔 합시다.,,미암기,2012-06-13 13:06:59
Cheers!,,건배!,,미암기,2012-06-13 13:06:59
How about a drink?,,한 잔하시겠습니까?,,미암기,2012-06-13 13:06:59
I'll treat you to a drink.,,제가 한 잔 사겠습니다.,,미암기,2012-06-13 13:06:59
Will you be free tomorrow?,,내일 한가하십니까?,,미암기,2012-06-13 13:06:59
I'd like another cup of coffee.,,커피 한 잔 더 마시고 싶습니다.,,미암기,2012-06-13 13:06:59
Would you care for something to eat?,,무언가 드시겠습니까?,,미암기,2012-06-13 13:06:59
Won't you go shopping with me?,,저와 함께 쇼핑하러 가지 않겠습니까?,,미암기,2012-06-13 13:06:59
Let's go swimming.,,수영하러 갑시다.,,미암기,2012-06-13 13:06:59
Would you like to come with me?,,저와 함께 가시겠습니까?,,미암기,2012-06-13 13:06:59
Make yourself at home.,,편히 계십시오.,,미암기,2012-06-13 13:06:59
I'm looking forward to seeing you again.,,다시 만나기를 학수고대하겠습니다.,,미암기,2012-06-13 13:06:59
Let's keep in touch.,,계속 연락 합시다.,,미암기,2012-06-13 13:06:59
After you.,,먼저 하십시오. / 먼저 가십시오.,,미암기,2012-06-12 12:50:59
Take care of yourself.,,몸조심하십시오.,,미암기,2012-06-12 12:50:31
Say hello to David for me.,,David 에게 데신 안부 좀 전해주십시오.,,미암기,2012-06-12 12:50:31
Please give my kind regards to your mother.,,당신의 어머님게 안부 좀 전해주십시오.,,미암기,2012-06-12 12:50:31
May I introduce you to my wife?,,당신을 제 아내에게 소개하겠습니다.,,미암기,2012-06-12 12:50:31
This is my business card.,,제 명함입니다.,,미암기,2012-06-12 12:50:31
May I have your name?,,이름 좀 알려 주실 수 있습니까?,,미암기,2012-06-12 12:50:31
I'm pleased to do so.,,잘 되었습니다.,,미암기,2012-06-12 12:50:31
We haven't met each other for a long time.,,오랫동안 서로 만나지 못했지요.,,미암기,2012-06-12 12:50:31
What's new?,,새로운 것이 있습니까?,,미암기,2012-06-12 12:50:31
How are you getting along?,,어떻게 지냈습니까?,,미암기,2012-06-12 12:50:31
I'm single.,,혼자 삽니다.,,미암기,2012-06-12 12:50:31
I'm married.,,결혼했습니다.,,미암기,2012-06-12 12:50:31
It is nice to meet you.,,만나서 반갑습니다.,,미암기,2012-06-12 12:50:31
How are you?,,요즘 어떠십니까?,,미암기,2012-06-12 12:50:31
I'm lost.,,길을 잃었습니다.,,미암기,2012-06-12 12:50:31
Do you speak Chinese?,,중국어를 합니까?,,미암기,2012-06-12 12:50:31
I'm glad to see you again.,,다시 만나서 기쁩니다.,,미암기,2012-06-12 12:50:31
I would like to meet you in the lobby.,,로비에서 만나고 싶습니다.,,미암기,2012-06-12 12:50:31
"I would like to do that, thank you.",,그것으로 하겠습니다. 고맙습니다.,,미암기,2012-06-12 12:50:31
There's a lot of traffic.,,교통량이 많습니다.,,미암기,2012-06-12 12:50:31
"I'm sorry, I didn't catch you.",,미안합니다. 이해하지 못했습니다.,,미암기,2012-06-12 12:50:31
I don't understand.,,잘 이해가 안 갑니다.,,미암기,2012-06-12 12:50:31
Whom should I ask?,,누구에게 물어봐야 합니까?,,미암기,2012-06-12 12:50:31
This way.,,이쪽입니다.,,미암기,2012-06-12 12:50:31
Here you are.,,여기 있습니다.,,미암기,2012-06-12 12:41:22
You're welcome.,,천만에요.,,미암기,2012-06-12 12:41:22
Excuse me a moment.,,잠시 실례하겠습니다.,,미암기,2012-06-12 12:41:22
How long?,,얼마나 깁니까? / 얼마나 오래 걸립니까?,,미암기,2012-06-12 12:41:22
How many?,,얼마나 많습니까?,,미암기,2012-06-12 12:41:22
How far?,,얼마나 멉니까?,,미암기,2012-06-12 12:41:22
That's all right.,,괜찮습니다.,,미암기,2012-06-12 12:41:22
I see.,,알겠습니다.,,미암기,2012-06-12 12:41:22
Thank you very much.,,매우 고맙습니다.,,미암기,2012-06-12 12:41:22
See you later.,,다음에 만납시다.,,미암기,2012-06-12 12:41:22
Good night.,,잘 자요.,,미암기,2012-06-12 12:41:22
I'm tone-deaf.,,나는 음치다.,,미암기,2012-06-12 12:41:22
You're off key.,,노래부를 때 음높이와 노래가 맞지 않을 경우 ,,미암기,2012-06-12 12:41:22
The game was boring.,,게임은 지루했다.,,미암기,2012-06-12 12:41:22
The game had non-stop action.,,경기는 시종 박진감 넘쳤습니다.,,미암기,2012-06-12 12:41:22
Tell me what your boyfriend is like.,,남자 친구가 어떤 사람인지 말해줘.,,미암기,2012-06-12 12:41:22
I'm dying to know.,,궁금해 죽겠다.,,미암기,2012-06-12 12:41:22
What breed is your dog?,,개가 무슨 종입니까?,,미암기,2012-06-12 12:41:22
How could you buy such an expensive necklace?,,어떻게 그렇게 값비싼 목걸이를 살 수 있어요?,,미암기,2012-06-12 12:41:22
Are you in your right frame of mind?,,당신 제정신이세요?,,미암기,2012-06-12 12:41:22
"The stock market crashed, so I regret buying stocks.",,주가가 폭락해 난 주식을 산 것이 후회된다.,,미암기,2012-06-12 12:41:22
The stock market crashed!,,주가가 폭락했습니다!,,미암기,2012-06-12 12:41:22
Your guess is as good as mine.,,상대방이 묻는 말에 이쪽에서도 모르는 경우 ,,미암기,2012-06-12 12:41:22
Did everyone attend the meeting?,,회의에 모두 다 참석했나요?,,미암기,2012-06-12 12:41:22
"Some hotels overbook customers, considering the possibility of no shows.",,일부 호텔에서는 예약해 놓고 나타나지 않는 고객을 예상해 정원 이상으로 예약을 받는다.,,미암기,2012-06-12 12:41:22
We have ten no shows for the 10:30 flight to New York.,,10:30 뉴욕행 비행기에 10명의 예약 손님이 나타나지 않았다.,,미암기,2012-06-12 12:28:01
He was a no show!,,모임 등에 참석하기로 한 사람이 나타나지 않았을 때 ,,미암기,2012-06-12 12:28:01
Why is he carrying an umbrella?,,그는 왜 우산을 가지고 있죠?,,미암기,2012-06-12 12:28:01
He's always prepared for the worst.,,그는 항상 최악의 경우에 대비하고 있다.,,미암기,2012-06-12 12:28:01
He's always prepared.,,그는 항상 준비성이 있다.,,미암기,2012-06-12 12:28:01
Mind your manners and stop pushing me.,,예절 좀 지켜 밀지 말아요.,,미암기,2012-06-12 12:28:01
Mind your manners!,,예절 좀 지켜!,,미암기,2012-06-12 12:28:01
What are you looking for?,,무엇을 찾고 계십니까?,,미암기,2012-06-12 12:28:01
The inmate broke loose.,,'break loose' 라고 하면 '부수고 도망치다' 라는 뜻인데 ,,미암기,2012-06-12 12:28:01
My dog got loose.,,갇혀 있던 사람이나 동물이 '달아나다' 라고 할 때 'get loose' 로 표현한다. ,,미암기,2012-06-12 12:28:01
Why aren't you eating?,,왜 안 드십니까?,,미암기,2012-06-12 12:28:01
Something is floating in my soup.,,국에 뭔가 떠 있다.,,미암기,2012-06-12 12:28:01
There's something in my food.,,음식에 뭔가 들어 있습니다.,,미암기,2012-06-12 12:28:01
You can do what you like.,,너희들 좋을 대로 해.,,미암기,2012-06-12 12:28:01
The rain is picking up.,,빗발이 굵어지고 있다.,,미암기,2012-06-12 12:28:01
Don't rub it in.,,잊고 싶은 것을 상대방이 계속 말해 상기시키는 경우 ,,미암기,2012-06-12 12:28:01
A friend in need is a friend indeed.,,위급할 때 친구가 진정한 친구다.,,미암기,2012-06-12 12:28:01
What are friends for?,,친구 좋다는게 뭐냐?,,미암기,2012-06-12 12:28:01
Someone is tailing me.,,누군가 나를 미행하고 있다.,,미암기,2012-06-12 12:28:01
Who are you trying to please?,,누구에게 잘 보이려고 해?,,미암기,2012-06-12 12:13:15
I'm going to get rid of a mole.,,점을 빼려고 합니다.,,미암기,2012-06-12 11:41:22
I'm in low spirits.,,기분이 푹 가라앉았다.,,미암기,2012-06-12 11:41:22
I'm in high spirits.,,신바람 납니다.,,미암기,2012-06-12 11:41:22
He played hooky.,,그는 수업을 빼먹었습니다.,,미암기,2012-06-12 11:41:22
We suffered a crushing defeat.,,우리는 게임에 참패했다.,,미암기,2012-06-12 11:41:22
Are you sticking to your New Year's resolution?,,새해 결심대로 생활하십니까?,,미암기,2012-06-12 11:41:22
The soup is boiling over!,,국이 끓어 넘쳐요!,,미암기,2012-06-12 11:41:22
He had a tattoo removed.,,그는 문신을 제거했다.,,미암기,2012-06-12 11:41:22
He has a tattoo on his arm.,,그는 팔에 문신을 하고 있다.,,미암기,2012-06-12 11:41:22
Do you feel burdened?,,부담스럽니?,,미암기,2012-06-12 11:41:22
This elevator is for even-numbered floors.,,이 엘리베이터는 짝수층 전용입니다.,,미암기,2012-06-12 11:37:41
Please take that elevator for the 10th floor.,,10층에 가시려면 저 엘리베이터를 타세요.,,미암기,2012-06-12 11:37:41
This elevator is for odd-numbered floors.,,이 엘리베이터는 홀수층 전용입니다.,,미암기,2012-06-12 11:37:41
