단어,발음,주요뜻,메모,암기여부,저장날짜
shade,ʃeid,그늘|색조|명암|차양|그림자,"1)【혼돈어휘】	shade 	그늘, 음지	shadow 	그림자, 그림자로 덮힌 그늘												

",미암기,2010-11-11 09:36:07
sheer,ʃiər,순전히|단순한|순수한|완전히|전적인,"1)【혼돈어휘】	sheer	완전한, 순전한; [옷이] 비치는	sheen  	광채; 광택	sneer 	비웃다, 냉소하다										

",미암기,2010-11-11 09:36:07
shift,ʃift,변화|전환|이동하다|바뀌다|옮기다,"1)【혼돈어휘】	shift	방향을 바꾸다; 변속하다; 교대	sift 	체질하다; 엄밀히 조사하다	swift 빠른, 신속한											

",미암기,2010-11-11 09:36:07
shrewd,ʃruːd,약삭빠른|영리한|빈틈없는|현명한|능수능란한,"1)【혼돈어휘】	shrewd	영리한, 날카로운; 빈틈없는	shred 	조각, 단편, 조금												

",미암기,2010-11-11 09:36:07
sign,sain,체결하다|계약하다|서명하다|징후|사인하다,"1)【혼돈어휘】	sign	서명하다	signature	서명												

",미암기,2010-11-11 09:36:07
since,sins,…이후|…때부터|…이래|그 후,"1)【혼돈어휘】	since	~이래로	after	~이후로												

",미암기,2010-11-11 09:36:07
singular,síŋgjulər,단수의|독특한|특별한,"1)【혼돈어휘】	singular	비범한; 유례없는; 특이한 	single 	단 하나의, 혼자의; 독신의												

",미암기,2010-11-11 09:35:33
sip,sip,마시다|한 모금,"1)【혼돈어휘】	sip 	조금씩 마시다	seep 	스며나오다; [사상이] 침투하다												

",미암기,2010-11-11 09:35:33
skim,skim,대충 읽어보다|걷어내다,"1)【혼돈어휘】	skim	대충[대강] 읽다; 스쳐가다	skimp 	인색하게 굴다, 절약하다												

",미암기,2010-11-11 09:35:33
skyscraper,skáiskrèipər,고층건물|고층빌딩|마천루,"1)【혼돈어휘】	skyscraper	초고층 빌딩	skyscape	하늘의 경치												

",미암기,2010-11-11 09:35:33
slander,slǽndər,중상|중상하다|욕,"1)【혼돈어휘】	slander	비방[하다]	slender	호리호리한												

",미암기,2010-11-11 09:35:33
smack,smæk,때리다|기미|치다|냄새|입맛,"1)【혼돈어휘】	smack	찰싹 치다, 세게 부딪치다	snack	간단한 식사												

",미암기,2010-11-11 09:35:33
smother,smΛðər,…을 질식시키다|은폐하다|짙은 연기,"1)【혼돈어휘】	smother	숨이 막히게 하다; 질식시키다	smolder 	그을다, 연기 피우다												

",미암기,2010-11-11 09:35:33
snore,snɔːr,코를 골다|코고는 소리,"1)【혼돈어휘】	snore	코를 골다	sneer 	비웃다, 비웃으며 말하다	snare 	덫, 덫으로 잡다										

",미암기,2010-11-11 09:35:33
snug,snʌg,아늑한|딱 맞는,"1)【혼돈어휘】	snug	아늑한 	smug 	으스대는	snag 	쓰러진 나무, 장애										

",미암기,2010-11-11 09:35:33
soar,sɔːr,치솟다|증가하다|급등하다|급증하다|상승하다,"1)【혼돈어휘】	soar	높이 치솟다, 폭등하다	sore	아픈, 쓰린												

",미암기,2010-11-11 09:35:33
sober,sóubər,냉정한|술이 깨다|취하지 않은|술을 끊다,"1)【혼돈어휘】	sober	술 취하지 않은, 절제하는; 침착한	somber 	어둠침침한, 검은; 침울한												

",미암기,2010-11-11 09:35:33
social,sóuʃəl,사회의|소셜|사교적인|사회주의의|사귀는,"1)【혼돈어휘】	social	사회적인	sociable	붙임성이 있는												

",미암기,2010-11-11 09:35:33
sometime,sΛmtàim,언제|어느 시점|조만간|어느 때|이전에,"1)【혼돈어휘】	sometime 	언젠가	sometimes 	때때로, 가끔												

",미암기,2010-11-11 09:35:33
soothe,suːð,진정시키다|완화하다|가라앉히다|안심시키다|덜다,"1)【혼돈어휘】	soothe	진정시키다, 달래다, 어르다	soot 	[sút] 그을음, 검댕												

",미암기,2010-11-11 09:35:33
source,sɔːrs,정보원|원천|소스|자료|출처,"1)【혼돈어휘】	source	근원, 원천, 출처	resource	자원[을 공급하다]												

",미암기,2010-11-11 09:35:33
spacious,spéiʃəs,넓은|널찍한|공간이 넓은,"1)【혼돈어휘】	spacious	넒은	specious	겉만 그럴듯한	spatial	공간의										

",미암기,2010-11-11 09:35:33
specific,spisífik,특정한|구체적인|특별한|맞춘|상세한,"1)【혼돈어휘】	specific	구체적인, 특정의	special	특별한, 전문의												

",미암기,2010-11-11 09:35:33
specimen,spésəmən,표본|견본,"1)【혼돈어휘】	specimen	견본, 표본	species 	[생물분류상의] 종												

",미암기,2010-11-11 09:35:33
spectator,spékteitər,관중|관객|구경꾼|방관자,"1)【혼돈어휘】	spectator 	구경꾼	specter 	유령, 귀신												

",미암기,2010-11-11 09:35:33
sphere,sfiər,영역|구|분야|범위|천체,"1)【혼돈어휘】	sphere 	구체, 천체; 범위, 분야	spear	창, 투창; 어린 싹												

",미암기,2010-11-11 09:35:33
spouse,"spaus, spauz",배우자,"1)【혼돈어휘】	spouse	배우자	espouse 	[학설을] 지지하다												

",미암기,2010-11-11 09:35:33
stall,stɔːl,중단된|지연되다|교착|노점|칸,"1)【혼돈어휘】	stall 	마구간; 매점; 핑계	stool 	높은 의자												

",미암기,2010-11-11 09:35:33
stanch,stɔːntʃ,멈추게 하다|출혈이 멎다|유출을 멎게 하다,"1)【혼돈어휘】	stanch	지혈시키다	stench	악취												

",미암기,2010-11-11 09:35:33
stare,stεər,쳐다보다|바라보다|응시하다|노려보다|뚫어지게 보다,"1)【혼돈어휘】	stare	응시하다	stair	계단												

",미암기,2010-11-11 09:35:33
stark,staːrk,완전한|아주|완전히|극명한,"1)【혼돈어휘】	stark	순수한, 완전한; 적나라한	spark 	불꽃, 섬광; 재능이 번득임	stalk 	줄기, 대; 몰래 접근하다										

",미암기,2010-11-11 09:35:33
state,steit,국가|상태|주|정부|…을 분명히 말하다,"1)【혼돈어휘】	state 	상태, 국가; 말하다	station	소재; 역, 서, 관측소;  지위												

",미암기,2010-11-11 09:35:33
stationary,stéiʃənèri,정지된|고정된|움직이지 않는 사람,"1)【혼돈어휘】	stationary	정체된; 주둔한	stationery	문방구												

",미암기,2010-11-11 09:35:33
statue,stǽʧuː,동상|조각상|상|입상,"1)【혼돈어휘】	statue	상	stature	키, 신장	statute	법령, 법규; 정관	status	지위, 신분								

",미암기,2010-11-11 09:35:33
steer,stiər,조종하다|돌리다|이끌다|나아가다,"1)【혼돈어휘】	steer	조종하다, [어떤 방향으로] 돌리다	steel	강철	steal	훔치다, 몰래 움직이다										

",미암기,2010-11-11 09:35:33
strait,streit,해협|곤경|좁은,"1)【혼돈어휘】	strait	해협, &lt;pl.&gt; 곤경	straight	곧은, 똑바로												

",미암기,2010-11-11 09:35:33
strategy,strǽtədʒi,전략|방법|계획,"1)【혼돈어휘】	strategy 	전략, 계략	statistics 	통계, 통계학												

",미암기,2010-11-11 09:35:33
stricture,stríkʧər,비난|협착|구속,"1)【혼돈어휘】	stricture	혹평	structure	구조												

",미암기,2010-11-11 09:35:33
strife,straif,분쟁|투쟁|갈등|싸움|쟁의,"1)【혼돈어휘】	strife 	투쟁, 다툼, 싸움; 경쟁	strip	벗기다, 벗다	stripe	줄[무늬]										

",미암기,2010-11-11 09:35:33
stumble,stΛmbl,발견하다|비틀거리다|부진하다|걸림돌,"1)【혼돈어휘】	stumble	비틀거리다; 실수하다 	stump 	[나무의] 그루터기;  꽁초; [발부리를 돌 따위에] 차이다												

",미암기,2010-11-11 09:35:33
sublime,səbláim,숭고한|멋진,"1)【혼돈어휘】	sublime	숭고한	subliminal	잠재의식의												

",미암기,2010-11-11 09:35:33
subliminal,sʌblímənl,잠재 의식의|식역하의|의식하의,"1)【혼돈어휘】	subliminal	의식되지 않는; 잠재의식의	sublime	장엄한, 고상한												

",미암기,2010-11-11 09:35:33
subsequent,sΛbsikwənt,그 후의|차후|뒤이은|다음의|사후,"1)【혼돈어휘】	subsequent	이후의	consequent	결과의												

",미암기,2010-11-11 09:35:33
subsidy,sΛbsədi,보조금|지원금|장려금|수급|보상금,"1)【혼돈어휘】	subsidy 	[국가의] 보조금, 장려금	subside	[폭동 등이] 가라앉다, 진정되다												

",미암기,2010-11-11 09:35:33
successful,səksésfəl,성공한|잘된|합격한,"1)【혼돈어휘】	successful	성공적인	successive	연속적인	succeeding 	계속해서 일어나는, 다음의										

",미암기,2010-11-11 09:35:33
suit,suːt,정장|소송|옷|어울리다,"1)【혼돈어휘】	suit	아래 위 한벌인 정장, 소송	suite 	한벌의 가구, 수행원												

",미암기,2010-11-11 09:35:33
summon,sΛmən,소환하다|불러내다|끄집어내다,"1)【혼돈어휘】	summon	소환[소집]하다 	sermon	설교, 교훈 												

",미암기,2010-11-11 09:35:33
supposition,sΛpəzíʃən,가정|상상|추정,"1)【혼돈어휘】	supposition	상상, 추측, 가정	suppository 	좌약												

",미암기,2010-11-11 09:35:33
surprised,sərpráizd,놀란,"1)【혼돈어휘】	surprised 	예상치 못한 일로 놀란 	surprising	놀라운, 의외의												

",미암기,2010-11-11 09:35:33
survey,sərvéi,조사하다|연구하다|평가하다,"1)【혼돈어휘】	survey	조사; 조망하다, 개관하다	surveil 	감독[감시]하다												

",미암기,2010-11-11 09:35:33
suspense,səspéns,불안|걱정|미정,"1)【혼돈어휘】	suspense 	걱정, 불안	suspender 	바지멜빵, 양말, 대님												

",미암기,2010-11-11 09:35:33
sweat,swet,땀을 흘리다|스웨트|걱정하다|초조하다,"1)【혼돈어휘】	sweat	땀[을 흘리다]	sweet	단, 달콤한; 단맛												

",미암기,2010-11-11 09:35:33
taboo,təbúː,금기|터부|금제의,"1)【혼돈어휘】	taboo	금기	tattoo	문신												

",미암기,2010-11-11 09:35:33
tale,teil,이야기|소설,"1)【혼돈어휘】	tale	이야기	tail	꼬리												

",미암기,2010-11-11 09:35:33
tamper,tǽmpər,간섭하다|메워 넣는 막대|주무르다,"1)【혼돈어휘】	tamper 	쓸데없는 참견을 하다, 간섭하다	temper	성질, 기질; 기분; 침착; 풍조	hamper 	방해하다, 훼방 놓다; 제한하다	pamper 	응석을 받아주다								

",미암기,2010-11-11 09:35:33
taunt,tɔːnt,높고 잘 정비된|비웃다|악담을 퍼붓다,"1)【혼돈어휘】	taunt	조롱하다, 비웃다, 놀리다	daunt  	위압하다; 기를 죽이다	haunt  	자주 다니다; [유령 등이] 출몰하다										

",미암기,2010-11-11 09:35:33
telescope,téləskòup,망원경|현미경|압축하다,"1)【혼돈어휘】	telescope 	망원경 	microscope	현미경	periscope 	잠망경 										

",미암기,2010-11-11 09:35:33
temperament,témpərəmənt,기질|성격,"1)【혼돈어휘】	temperament 	기질, 성질; 격렬한 성미	temperance 	자제, 극기; 절제; 절주	temperature 	온도, 기온; 체온; 열, 고열										

",미암기,2010-11-11 09:35:33
tempt,tempt,유혹하다|하고 싶은|끌다|꾀다,"1)【혼돈어휘】	tempt	유혹하다, 부추기다	attempt 	시도하다; 시도												

",미암기,2010-11-11 09:35:33
tenet,ténit,주의|교의|견해,"1)【혼돈어휘】	tenet	교의[敎義], 주의, 신조	tenor 	방침, 방향, 진로; 요지	tenure	[부동산·지위 등의] 보유[권], 종신재직권 										

",미암기,2010-11-11 09:35:33
terrible,térəbl,끔찍한|무서운|좋지 않은|엄청난|약한,"1)【혼돈어휘】	terrible	무서운→  형편 없는	terrific	무서운→ 굉장한, 훌륭한												

",미암기,2010-11-11 09:35:33
terrified,térəfàid,무서워하는|오싹한|겁먹은,"1)【혼돈어휘】	terrified 	극도로 놀란, 겁먹은	terrifying 	겁나게 하는, 무서운												

",미암기,2010-11-11 09:35:33
testimony,téstəmòuni,증언|증거|입증,"1)【혼돈어휘】	testimony 	[법정에서의] 증언	testament 	유언[장]												

",미암기,2010-11-11 09:35:33
thorough,θə́ːrou,철저한|완전한|무력 정책,"1)【혼돈어휘】	thorough	완전한, 철저한	through	~을 통하여, 처음부터 끝까지												

",미암기,2010-11-11 09:35:33
timorous,tímərəs,겁많은|소심한|마음약한,"1)【혼돈어휘】	timorous	겁많은	temerarious	무모한												

",미암기,2010-11-11 09:35:33
tired,taiərd,피곤한|싫증난,"1)【혼돈어휘】	tired 	피곤한, 싫증난	tiring	피곤하게 하는, 지치게 하는												

",미암기,2010-11-11 09:35:33
tolerable,tάlərəbl,허용할 수 있는|견딜 만한|괜찮은 편인,"1)【혼돈어휘】	tolerable 	참을 수 있는 	tolerant 	관대한												

",미암기,2010-11-11 09:35:33
tomb,tuːm,무덤,"1)【혼돈어휘】	tomb	무덤	tome	큰 책												

",미암기,2010-11-11 09:35:33
torpid,tɔ́ːrpid,둔한|휴면하고 있는|Oxford대학의 춘계 보트레이스,"1)【혼돈어휘】	torpid	움직이지 않는	tepid	미지근한												

",미암기,2010-11-11 09:35:33
tortuous,tɔ́ːrʧuəs,구불구불한|비비 꼬인|비틀린,"1)【혼돈어휘】	tortuous 	뒤틀린; 완곡한; 사악한	torturous 	고문의, 고통스러운												

",미암기,2010-11-11 09:35:33
touching,tΛʧiŋ,…에 관하여|감동적인|남의 마음을 움직이는,"1)【혼돈어휘】	touching	감동시키는	touchy	민감한												

",미암기,2010-11-11 09:35:33
tough,tʌf,힘든|어려운|강한|터프한|거친,"1)【혼돈어휘】	tough	강한, 튼튼한 	rough	거친, 대강의												

",미암기,2010-11-11 09:35:33
tout,taut,거론되다|홍보|극찬|주장|내세우다,"1)【혼돈어휘】	tout	떠들썩하게 선전하다, 홍보하다	taut	[tɔ́ːt] [밧줄이] 팽팽한, [신경이] 긴장된												

",미암기,2010-11-11 09:35:33
traction,trǽkʃən,견인|수축|전차,"1)【혼돈어휘】	traction 	끌기, 견인, 견인력	tract 	넓이, 면적, 지역, 구역												

",미암기,2010-11-11 09:35:33
traitor,tréitər,반역자|배신자|매국노,"1)【혼돈어휘】	traitor	배반자, 배신자; 반역자	tractor 	트랙터, 견인차												

",미암기,2010-11-11 09:35:33
trap,træp,덫|가두다|잡다|빨아들이다|과속 감시 장치,"1)【혼돈어휘】	trap	덫[을 놓다]	trip	[짧은] 여행												

",미암기,2010-11-11 09:35:33
traverse,trǽvəːrs,횡단하다|가로지르다|횡단,"1)【혼돈어휘】	traverse	가로지르다	transverse	가로 놓인												

",미암기,2010-11-11 09:35:33
turbid,tə́ːrbid,탁한|자욱한|혼란된,"1)【혼돈어휘】	turbid	탁한	turgid	부풀은; 과장된												

",미암기,2010-11-11 09:35:33
uncover,ənkəˈvər,밝히다|발견하다|덮개를 열다|보여주다|벗다,"1)【혼돈어휘】	uncover	폭로하다; 벗다, 탈모하다	discover 	발견하다, 알아채다	undercover 	비밀리의, 은밀한										

",미암기,2010-11-11 09:35:33
undo,ənduˈ,원상태로 돌리다|풀다|몰락시키다|벗다|열다,"1)【혼돈어휘】	undo	[묶인 것 등을] 풀다	outdo	~보다 뛰어나다												

",미암기,2010-11-11 09:35:33
unwilling,ʌnwíliŋ,꺼리는|…하고 싶어하지 않는|마지못한,"1)【혼돈어휘】	unwillingly  	마지못해, 어쩔수 없이 	unwittingly 	모르는 사이에; 고의가 아니게												

",미암기,2010-11-11 09:35:33
urban,ə́ːrbən,도시의|도심의,"1)【혼돈어휘】	urban	도시의 	urbane	도회적인, 세련된												

",미암기,2010-11-11 09:35:33
vague,veig,모호한|애매한|희미한,"1)【혼돈어휘】	vague	모호한	vogue	유행	vagary	변덕; [날씨의] 예측할 수 없는 변화										

",미암기,2010-11-11 09:35:33
valiant,vǽljənt,용감한|씩씩한|단호한,"1)【혼돈어휘】	valiant 	용맹스런, 씩씩한 	variant 	상이한, 다른; 여러 가지의												

",미암기,2010-11-11 09:35:33
vapid,vǽpid,김 빠진|지루한|활기 없는,"1)【혼돈어휘】	vapid	김빠진, 맛이 없는; 재미가 없는	sapid	맛있는, 흥미있는												

",미암기,2010-11-11 09:35:33
venal,víːnl,매수할 수 있는|부패한|돈으로 좌우되는,"1)【혼돈어휘】	venal	[사람이] 매수되기 쉬운	venial	용서할 수 있는												

",미암기,2010-11-11 09:35:33
venom,vénəm,독액|독|…에 독을 타다,"1)【혼돈어휘】	venom 	[독사 따위의] 독액, 독	venose/venous 	정맥의												

",미암기,2010-11-11 09:35:33
venue,vénjuː,행위의 현장|장소|재판지,"1)【혼돈어휘】	venue 	재판지, 범행지	avenue 	[도시의] 큰 대로; 수단	revenue	세입; 수익,수입; 세무서										

",미암기,2010-11-11 09:35:33
veracious,vəréiʃəs,정직한|진실한|정확한,"1)【혼돈어휘】	veracious	정직한	voracious	걸신들린												

",미암기,2010-11-11 09:35:33
vie,vai,우열을 다투다|겨루다|우열이 없다,"1)【혼돈어휘】	vie	겨루다, 경쟁하다[for,with]	via 	~을 거쳐, 경유해서												

",미암기,2010-11-11 09:35:33
virtual,və́ːrʧuəl,가상의|실질적인|인터넷의,"1)【혼돈어휘】	virtual	사실상의	virtuous	고결한	virtuoso 	[예술의] 거장, 대가										

",미암기,2010-11-11 09:35:33
vocation,voukéiʃən,직업|천직|사명,"1)【혼돈어휘】	vocation	본업, 천직	avocation 	부업, 취미 	vacation	휴가										

",미암기,2010-11-11 09:35:33
waive,weiv,포기하다|보류하다|미루다,"1)【혼돈어휘】	waive	[권리∙주장 등을] 포기[철회]하다	wave 	[손∙깃발을 흔들어] 인사하다; 물결, 파도	waver 	흔들리다; 동요하다; 주저하다	waif 	집없는 아이	wager 	내기를 걸다						

",미암기,2010-11-11 09:35:33
wan,wan,병약한|힘없는|창백한,"1)【혼돈어휘】	wan	[병・피곤 등으로] 창백한 	wane	쇠퇴하다												

",미암기,2010-11-11 09:35:33
wander,wάndər,돌아다니다|배회하다|헤매다|산만하다|방랑하다,"1)【혼돈어휘】	wander	떠돌다, 헤매다	wonder	놀라움, 놀라다												

",미암기,2010-11-11 09:35:33
ware,wεər,상품|용품|도자기류,"1)【혼돈어휘】	ware	제품, ~용품	wear	입다, 닳게 하다												

",미암기,2010-11-11 09:35:33
warm,wɔːrm,따뜻한|온난한|준비를 하다|새로운|데우다,"1)【혼돈어휘】	warm	따뜻한, 덥히다	worm	벌레												

",미암기,2010-11-11 09:35:33
watchword,waˈʧwərˌd,암호|군호|표어,"1)【혼돈어휘】	watchword	[군대] 암호; 표어, 슬로건	byword 	속담; 전형, 본보기	buzzword 	[신문이나 광고에서 유행하는] 전문용어										

",미암기,2010-11-11 09:35:33
weird,wiərd,이상한|기묘한|수상한|섬뜩한,"1)【혼돈어휘】	weird	특이한	wield	[권력 등을] 휘두르다												

",미암기,2010-11-11 09:35:33
whisper,hwíspər,속삭이다|속삭임|휘파람 불다,"1)【혼돈어휘】	whisper 	속삭이다 	whimper 	훌쩍훌쩍 울다, 울먹이다 												

",미암기,2010-11-11 09:35:33
wholesome,hóulsəm,건강에 좋은|대규모의|신중한,"1)【혼돈어휘】	wholesome	건전한, 유익한; 건강에 좋은	winsome 	매력있는, 애교있는												

",미암기,2010-11-11 09:35:33
willing,wíliŋ,기꺼이 하는|…할 의사가 있는|적극적인|알맞은,"1)【혼돈어휘】	willing 	자기가 좋아서 하는	willful 	고집 센, 독불장군인	willies	겁, 두려움	wile 	[보통 pl.] 책략, 속임수								

",미암기,2010-11-11 09:35:33
wont,"wɔːnt, wount, wʌnt",습관|…하는 습관이 있다|…에 익숙한,"1)【혼돈어휘】	wont 	~에 익숙한[to]	want	원하다, 모자라다												

",미암기,2010-11-11 09:35:33
woo,wuː,구애하다|얻으려고 노력하다|지지를 얻으려고 애쓰다,"1)【혼돈어휘】	woo	간청하다, 조르다; 구애하다	woe 	비애, 고통, 고뇌; [pl.] 불행												

",미암기,2010-11-11 09:35:33
yearn,jəːrn,갈망하다|염원|그리워하다|열기,"1)【혼돈어휘】	yearn	애타게 바라다, 열망[갈망]하다[for]	yen 	&lt;구어&gt;열망, 동경; 열망하다	yawn 	하품하다										

",미암기,2010-11-11 09:35:33
a few,,"몇|소수|일부분|약간|수십, 수백","1)【혼돈어휘】	a few	약간 있는	few	거의 없는												

",미암기,2010-11-15 12:06:28
abase,əbéis,떨어뜨리다,"1)【혼돈어휘】	abase 	[지위, 평가를] 떨어뜨리다	abate	[비바람이] 잦아들다; 줄다												

",미암기,2010-11-15 12:06:28
ablution,æblúːʃən,목욕재계|목욕|세정|씻기,"1)【혼돈어휘】	ablution	&lt;종교&gt;목욕	ablation	절제, 풍화, 삭마												

",미암기,2010-11-15 12:06:28
aboard,əbɔ́ːrd,타고|배로|승선하여|배 위에|기내에,"1)【혼돈어휘】	aboard	배위에, 탑승하여	abroad	외국에, 널리												

",미암기,2010-11-15 12:06:28
accepted,"ækséptid, əkséptid",받은|받아들여지고|합격한|수용된|수락한,"1)【혼돈어휘】	accepted 	일반적으로 인정된	acceptable 	받아들일 만한												

",미암기,2010-11-15 12:06:28
acclimation,ӕkləméiʃən,새 환경에 순응하기|순응|순화,"1)【혼돈어휘】	acclimation	적응	acclamation	갈채												

",미암기,2010-11-15 12:06:28
acclivity,əklívəti,경사|오르막길,"1)【혼돈어휘】	acclivity 	오르막길, 치받이 경사	declivity 	하향 경사, 내리막												

",미암기,2010-11-15 12:06:28
acidulous,əsídʒuləs,신랄한|신맛이 나는|약산성의,"1)【혼돈어휘】	acidulous	신맛이 나는	assiduous	근면한												

",미암기,2010-11-15 12:06:28
acquisitive,əkwízətiv,획득하려고 하는|얻으려고 하는|탐욕스러운,"1)【혼돈어휘】	acquisitive  	탐내는, 욕심 많은	acquired 	획득한, 기득의, 후천적인												

",미암기,2010-11-15 12:06:28
actuate,ǽkʧuèit,…에 작용하다|가동시키다|행동하게 하다,"1)【혼돈어휘】	actuate	~하게 하다	activate	활기차게 하다												

",미암기,2010-11-15 12:06:28
addition,ədíʃən,추가|덧셈|증축|등재,"1)【혼돈어휘】	addition	부가[물]	addiction	중독												

",미암기,2010-11-15 12:06:28
adept,ədépt｜ǽdept,숙련된|숙련자|숙달된,"1)【혼돈어휘】	adept	숙련된, 숙련자	adapt	적응시키다	adopt	채택하다; 양자로 삼다										

",미암기,2010-11-15 12:06:28
adjective,ǽdʒiktiv,형용사,"1)【혼돈어휘】	adjective	형용사, 부수적인	abject	비참한, 비열한												

",미암기,2010-11-15 12:06:28
adjourn,ədʒə́ːrn,휴회하다|회의를 연기하다,"1)【혼돈어휘】	adjourn	[회의 등을] 휴회하다	adjoin	인접하다												

",미암기,2010-11-15 12:06:28
adjure,ədʒúər,간청하다|명하다|엄명하다,"1)【혼돈어휘】	adjure	엄명하다, 간청하다	abjure	버릴 것을 맹세하다												

",미암기,2010-11-15 12:06:28
admittance,ædmítns,입장 허가|입장|어드미턴스,"1)【혼돈어휘】	admittance	[개인 건물의] 입장허가	admission	[공공장소에의] 입장허가, 대학입학허가												

",미암기,2010-11-15 12:06:28
adore,ədɔ́ːr,아주 좋아하다|숭배하다|흠모하다|존경하다,"1)【혼돈어휘】	adore	 숭배하다, 흠모하다	adorn	장식하다; [보석 따위로] 치장하다												

",미암기,2010-11-15 12:06:28
adventurous,ædvénʧərəs,모험을 좋아하는|대담한|위험이 많은,"1)【혼돈어휘】	adventurous	모험을 좋아하는, 모험적인	adventitious	우연한, 우발적인, 부수적인												

",미암기,2010-11-15 12:06:28
advice,ædváis,조언|충고|도움|권고|지시,"1)【혼돈어휘】	advice 	[ædváis]  충고, 조언, 권고	advise 	충고하다, 조언하다												

",미암기,2010-11-15 12:06:28
aesthetic,esθétik,미적인|미적|미학|심미적인|미의식,"1)【혼돈어휘】	aesthetic	미학적인	ascetic	금욕주의의	ecstatic	무아지경의										

",미암기,2010-11-15 12:06:28
affectation,ӕfektéiʃən,허세,"1)【혼돈어휘】	affectation	~인 체하기	affection	애정												

",미암기,2010-11-15 12:06:28
affected,əféktid,영향받는|피해입은|걸린|타격|작용,"1)【혼돈어휘】	affected 	잘난 체 하는, 영향을 받은	affectionate 	애정이 넘치는	affecting 	감동시키는, 감격적인										

",미암기,2010-11-15 12:06:28
affective,əféktiv,정의적|정서의|감정의|감성|정동,"1)【혼돈어휘】	affective	감정적인	effective	효과적인												

",미암기,2010-11-15 12:06:28
after,ǽftər,…후에|…뒤에|그 후|다음의|…하고 나서,"1)【혼돈어휘】	after	~이후로	since	~이래로												

",미암기,2010-11-15 12:06:28
agitation,ӕdʒitéiʃən,동요|불안|흥분,"1)【혼돈어휘】	agitation 	동요, 불안, 선동	agility  	민첩, 기민												

",미암기,2010-11-15 12:06:28
aide,eid,측근|보좌관|참모|조력자|부관,"1)【혼돈어휘】	aide	보조자	aid	도움												

",미암기,2010-11-15 12:06:28
aliment,ǽləmənt,자양물|음식물|영양물을 주다,"1)【혼돈어휘】	aliment	영양물	ailment	[가벼운] 병												

",미암기,2010-11-15 12:06:28
all together,,다 함께|동시에|합계,"1)【혼돈어휘】	all together	모두 함께	altogether	완전히												

",미암기,2010-11-15 12:06:28
allegiance,əlíːdʒəns,충성|충실,"1)【혼돈어휘】	allegiance  	충성,충실	allegation 	[증거없는] 주장 												

",미암기,2010-11-15 12:06:28
allot,əlάt,할당하다,"1)【혼돈어휘】	allot 	할당하다, 분배하다	allow 	허락하다, 허가하다												

",미암기,2010-11-15 12:06:28
ally,əlái,동맹|우방|동지|협력|연합,"1)【혼돈어휘】	ally 	[əlái] 제휴시키다, 연합하다; 동맹국	alloy	합금	alley	[ǽli] 오솔길, 샛길	allay	[əléi] 진정시키다, 완화하다								

",미암기,2010-11-15 12:06:28
alter,ɔ́ːltər,변경하다|바꾸다|변형|수정|조작,"1)【혼돈어휘】	alter	바꾸다	altar	제단												

",미암기,2010-11-15 12:06:28
alternation,"ɔ̀ːltərnéiʃən, ӕl-",교대|교체|교대 수열,"1)【혼돈어휘】	alternation	교대	alferation	변화	altercation	언쟁										

",미암기,2010-11-15 12:06:28
alternatively,"ɔːltə́ːrnətivli, æl-","in place of, or as an alternative to","1)【혼돈어휘】	alternatively	양자택일로	alternately	교대로												

",미암기,2010-11-15 12:06:28
altitude,ǽltətjùːd,고도|고지,"1)【혼돈어휘】	altitude	높이	latitude	위도	lassitude	무기력										

",미암기,2010-11-15 12:06:28
amendable,əméndəbl,개정할 수 있는|수정 가능한,"1)【혼돈어휘】	amendable	고칠 수 있는	amenable	고분고분한												

",미암기,2010-11-15 12:06:28
amends,əméndz,보상|변상,"1)【혼돈어휘】	amends	보상, 배상	amend	[법을] 고치다	emend	[책을] 교정하다										

",미암기,2010-11-15 12:06:28
amiable,éimiəbl,상냥한|사랑스러운|온화한,"1)【혼돈어휘】	amiable 	붙임성 있는; 상냥한	amenable	순종하는, 따르는												

",미암기,2010-11-15 12:06:28
amoral,"eimɔ́(ː)rəl, æ-",비도덕|도덕 없는,"1)【혼돈어휘】	amoral	도덕 관념이 없는	immoral 	부도덕한												

",미암기,2010-11-15 12:06:28
amuse,əmjúːz,재미있게 하다|즐겁게 하다|관심을 두다|놀라게 하다,"1)【혼돈어휘】	amuse	즐겁게 하다	amaze	~을 놀라게 하다	bemuse 	멍하게 만들다										

",미암기,2010-11-15 12:06:28
anabolism,ənǽbəlìzm,동화 작용|동화,"1)【혼돈어휘】	anabolism 	동화작용	metabolism	신진대사	catabolism 	이화작용										

",미암기,2010-11-15 12:06:28
anarchy,ǽnərki,무정부 상태|무질서|정치적·사회적 혼란,"1)【혼돈어휘】	anarchy 	무정부상태; 무질서, 혼란	monarchy	군주정치, 군주제												

",미암기,2010-11-15 12:06:28
anemia,əníːmiə,빈혈|빈혈증|생기의 결핍,"1)【혼돈어휘】	anemia	빈혈증	amnesia	기억상실	amentia	정신박약	amnesty 	특사, 사면; 용서								

",미암기,2010-11-15 12:06:28
annals,ǽnlz,연대기|연표|연보,"1)【혼돈어휘】	annals	연보	annual	1년을 단위로 하는	annul	취소하다										

",미암기,2010-11-15 12:06:28
anomalous,ənάmələs,변칙의|변칙적인|이례의,"1)【혼돈어휘】	anomalous	특이한	anonymous	익명의												

",미암기,2010-11-15 12:06:28
